concept_path	concept_cd	name_char	concept_blob	update_date	download_date	import_date	sourcesystem_cd	upload_id
\FHIR\Immunization\identifier\period\	FHIR:Immunization.identifier.period	FHIR Immunization identifier period		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Immunization\identifier\type\	FHIR:Immunization.identifier.type	FHIR Immunization identifier type		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Immunization\identifier\type\coding\	FHIR:Immunization.identifier.type.coding	FHIR Immunization identifier type coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Immunization\location\	FHIR:Immunization.location	FHIR Immunization location		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Immunization\lotNumber\	FHIR:Immunization.lotNumber	FHIR Immunization lotNumber		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Immunization\manufacturer\	FHIR:Immunization.manufacturer	FHIR Immunization manufacturer		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Immunization\notGiven\	FHIR:Immunization.notGiven	FHIR Immunization notGiven		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Immunization\note\	FHIR:Immunization.note	FHIR Immunization note		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Immunization\patient\	FHIR:Immunization.patient	FHIR Immunization patient		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Immunization\practitioner\	FHIR:Immunization.practitioner	FHIR Immunization practitioner		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Immunization\practitioner\role\	FHIR:Immunization.practitioner.role	FHIR Immunization practitioner role		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Immunization\practitioner\role\coding\	FHIR:Immunization.practitioner.role.coding	FHIR Immunization practitioner role coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Immunization\primarySource\	FHIR:Immunization.primarySource	FHIR Immunization primarySource		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Immunization\reaction\	FHIR:Immunization.reaction	FHIR Immunization reaction		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Immunization\reportOrigin\	FHIR:Immunization.reportOrigin	FHIR Immunization reportOrigin		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Immunization\reportOrigin\coding\	FHIR:Immunization.reportOrigin.coding	FHIR Immunization reportOrigin coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Immunization\route\	FHIR:Immunization.route	FHIR Immunization route		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Immunization\route\coding\	FHIR:Immunization.route.coding	FHIR Immunization route coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Immunization\site\	FHIR:Immunization.site	FHIR Immunization site		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Immunization\site\coding\	FHIR:Immunization.site.coding	FHIR Immunization site coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Immunization\status\	FHIR:Immunization.status	FHIR Immunization status		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Immunization\vaccinationProtocol\	FHIR:Immunization.vaccinationProtocol	FHIR Immunization vaccinationProtocol		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Immunization\vaccinationProtocol\doseStatusReason\	FHIR:Immunization.vaccinationProtocol.doseStatusReason	FHIR Immunization vaccinationProtocol doseStatusReason		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Immunization\vaccinationProtocol\doseStatusReason\coding\	FHIR:Immunization.vaccinationProtocol.doseStatusReason.coding	FHIR Immunization vaccinationProtocol doseStatusReason coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Immunization\vaccinationProtocol\doseStatus\	FHIR:Immunization.vaccinationProtocol.doseStatus	FHIR Immunization vaccinationProtocol doseStatus		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Immunization\vaccinationProtocol\doseStatus\coding\	FHIR:Immunization.vaccinationProtocol.doseStatus.coding	FHIR Immunization vaccinationProtocol doseStatus coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Immunization\vaccinationProtocol\targetDisease\	FHIR:Immunization.vaccinationProtocol.targetDisease	FHIR Immunization vaccinationProtocol targetDisease		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Immunization\vaccinationProtocol\targetDisease\coding\	FHIR:Immunization.vaccinationProtocol.targetDisease.coding	FHIR Immunization vaccinationProtocol targetDisease coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Immunization\vaccineCode\	FHIR:Immunization.vaccineCode	FHIR Immunization vaccineCode		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Immunization\vaccineCode\coding\	FHIR:Immunization.vaccineCode.coding	FHIR Immunization vaccineCode coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\	FHIR:Library	FHIR Library		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\approvalDate\	FHIR:Library.approvalDate	FHIR Library approvalDate		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\contact\	FHIR:Library.contact	FHIR Library contact		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\contact\telecom\	FHIR:Library.contact.telecom	FHIR Library contact telecom		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\contact\telecom\period\	FHIR:Library.contact.telecom.period	FHIR Library contact telecom period		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\content\	FHIR:Library.content	FHIR Library content		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\contributor\	FHIR:Library.contributor	FHIR Library contributor		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\contributor\contact\	FHIR:Library.contributor.contact	FHIR Library contributor contact		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\contributor\contact\telecom\	FHIR:Library.contributor.contact.telecom	FHIR Library contributor contact telecom		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\contributor\contact\telecom\period\	FHIR:Library.contributor.contact.telecom.period	FHIR Library contributor contact telecom period		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\copyright\	FHIR:Library.copyright	FHIR Library copyright		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\dataRequirement\	FHIR:Library.dataRequirement	FHIR Library dataRequirement		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\dataRequirement\codeFilter\	FHIR:Library.dataRequirement.codeFilter	FHIR Library dataRequirement codeFilter		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\dataRequirement\codeFilter\valueCodeableConcept\	FHIR:Library.dataRequirement.codeFilter.valueCodeableConcept	FHIR Library dataRequirement codeFilter valueCodeableConcept		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\dataRequirement\codeFilter\valueCodeableConcept\coding\	FHIR:Library.dataRequirement.codeFilter.valueCodeableConcept.coding	FHIR Library dataRequirement codeFilter valueCodeableConcept coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\dataRequirement\codeFilter\valueCoding\	FHIR:Library.dataRequirement.codeFilter.valueCoding	FHIR Library dataRequirement codeFilter valueCoding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\dataRequirement\dateFilter\	FHIR:Library.dataRequirement.dateFilter	FHIR Library dataRequirement dateFilter		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\dataRequirement\dateFilter\valueDuration\	FHIR:Library.dataRequirement.dateFilter.valueDuration	FHIR Library dataRequirement dateFilter valueDuration		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\dataRequirement\dateFilter\valuePeriod\	FHIR:Library.dataRequirement.dateFilter.valuePeriod	FHIR Library dataRequirement dateFilter valuePeriod		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\date\	FHIR:Library.date	FHIR Library date		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\description\	FHIR:Library.description	FHIR Library description		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\effectivePeriod\	FHIR:Library.effectivePeriod	FHIR Library effectivePeriod		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\experimental\	FHIR:Library.experimental	FHIR Library experimental		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\identifier\	FHIR:Library.identifier	FHIR Library identifier		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\identifier\period\	FHIR:Library.identifier.period	FHIR Library identifier period		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\identifier\type\	FHIR:Library.identifier.type	FHIR Library identifier type		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\identifier\type\coding\	FHIR:Library.identifier.type.coding	FHIR Library identifier type coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\jurisdiction\	FHIR:Library.jurisdiction	FHIR Library jurisdiction		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\jurisdiction\coding\	FHIR:Library.jurisdiction.coding	FHIR Library jurisdiction coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\lastReviewDate\	FHIR:Library.lastReviewDate	FHIR Library lastReviewDate		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\name\	FHIR:Library.name	FHIR Library name		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\parameter\	FHIR:Library.parameter	FHIR Library parameter		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\publisher\	FHIR:Library.publisher	FHIR Library publisher		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\purpose\	FHIR:Library.purpose	FHIR Library purpose		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\relatedArtifact\	FHIR:Library.relatedArtifact	FHIR Library relatedArtifact		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\relatedArtifact\document\	FHIR:Library.relatedArtifact.document	FHIR Library relatedArtifact document		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\status\	FHIR:Library.status	FHIR Library status		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\title\	FHIR:Library.title	FHIR Library title		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\topic\	FHIR:Library.topic	FHIR Library topic		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\topic\coding\	FHIR:Library.topic.coding	FHIR Library topic coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\type\	FHIR:Library.type	FHIR Library type		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\type\coding\	FHIR:Library.type.coding	FHIR Library type coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\url\	FHIR:Library.url	FHIR Library url		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\usage\	FHIR:Library.usage	FHIR Library usage		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\useContext\	FHIR:Library.useContext	FHIR Library useContext		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\useContext\code\	FHIR:Library.useContext.code	FHIR Library useContext code		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\useContext\valueCodeableConcept\	FHIR:Library.useContext.valueCodeableConcept	FHIR Library useContext valueCodeableConcept		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\useContext\valueCodeableConcept\coding\	FHIR:Library.useContext.valueCodeableConcept.coding	FHIR Library useContext valueCodeableConcept coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\useContext\valueQuantity\	FHIR:Library.useContext.valueQuantity	FHIR Library useContext valueQuantity		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\useContext\valueRange\	FHIR:Library.useContext.valueRange	FHIR Library useContext valueRange		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\useContext\valueRange\high\	FHIR:Library.useContext.valueRange.high	FHIR Library useContext valueRange high		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\useContext\valueRange\low\	FHIR:Library.useContext.valueRange.low	FHIR Library useContext valueRange low		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Library\version\	FHIR:Library.version	FHIR Library version		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Location\	FHIR:Location	FHIR Location		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Location\address\	FHIR:Location.address	FHIR Location address		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Location\address\period\	FHIR:Location.address.period	FHIR Location address period		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Location\alias\	FHIR:Location.alias	FHIR Location alias		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Location\description\	FHIR:Location.description	FHIR Location description		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Location\endpoint\	FHIR:Location.endpoint	FHIR Location endpoint		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Location\identifier\	FHIR:Location.identifier	FHIR Location identifier		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Location\identifier\period\	FHIR:Location.identifier.period	FHIR Location identifier period		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Location\identifier\type\	FHIR:Location.identifier.type	FHIR Location identifier type		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Location\identifier\type\coding\	FHIR:Location.identifier.type.coding	FHIR Location identifier type coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Location\managingOrganization\	FHIR:Location.managingOrganization	FHIR Location managingOrganization		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Location\mode\	FHIR:Location.mode	FHIR Location mode		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Location\name\	FHIR:Location.name	FHIR Location name		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Location\operationalStatus\	FHIR:Location.operationalStatus	FHIR Location operationalStatus		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Location\partOf\	FHIR:Location.partOf	FHIR Location partOf		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Location\physicalType\	FHIR:Location.physicalType	FHIR Location physicalType		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Location\physicalType\coding\	FHIR:Location.physicalType.coding	FHIR Location physicalType coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Location\position\	FHIR:Location.position	FHIR Location position		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Location\status\	FHIR:Location.status	FHIR Location status		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Location\telecom\	FHIR:Location.telecom	FHIR Location telecom		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Location\telecom\period\	FHIR:Location.telecom.period	FHIR Location telecom period		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Location\type\	FHIR:Location.type	FHIR Location type		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Location\type\coding\	FHIR:Location.type.coding	FHIR Location type coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\MeasureReport\	FHIR:MeasureReport	FHIR MeasureReport		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\MeasureReport\date\	FHIR:MeasureReport.date	FHIR MeasureReport date		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\MeasureReport\evaluatedResources\	FHIR:MeasureReport.evaluatedResources	FHIR MeasureReport evaluatedResources		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\MeasureReport\group\	FHIR:MeasureReport.group	FHIR MeasureReport group		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\MeasureReport\group\identifier\	FHIR:MeasureReport.group.identifier	FHIR MeasureReport group identifier		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\MeasureReport\group\identifier\period\	FHIR:MeasureReport.group.identifier.period	FHIR MeasureReport group identifier period		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\MeasureReport\group\identifier\type\	FHIR:MeasureReport.group.identifier.type	FHIR MeasureReport group identifier type		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\MeasureReport\group\identifier\type\coding\	FHIR:MeasureReport.group.identifier.type.coding	FHIR MeasureReport group identifier type coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\MeasureReport\group\population\	FHIR:MeasureReport.group.population	FHIR MeasureReport group population		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\MeasureReport\group\population\code\	FHIR:MeasureReport.group.population.code	FHIR MeasureReport group population code		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\MeasureReport\group\population\code\coding\	FHIR:MeasureReport.group.population.code.coding	FHIR MeasureReport group population code coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\MeasureReport\group\population\identifier\	FHIR:MeasureReport.group.population.identifier	FHIR MeasureReport group population identifier		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\MeasureReport\group\population\identifier\period\	FHIR:MeasureReport.group.population.identifier.period	FHIR MeasureReport group population identifier period		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\MeasureReport\group\population\identifier\type\	FHIR:MeasureReport.group.population.identifier.type	FHIR MeasureReport group population identifier type		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\MeasureReport\group\population\identifier\type\coding\	FHIR:MeasureReport.group.population.identifier.type.coding	FHIR MeasureReport group population identifier type coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\MeasureReport\group\stratifier\	FHIR:MeasureReport.group.stratifier	FHIR MeasureReport group stratifier		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\MeasureReport\group\stratifier\identifier\	FHIR:MeasureReport.group.stratifier.identifier	FHIR MeasureReport group stratifier identifier		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\MeasureReport\group\stratifier\identifier\period\	FHIR:MeasureReport.group.stratifier.identifier.period	FHIR MeasureReport group stratifier identifier period		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\MeasureReport\group\stratifier\identifier\type\	FHIR:MeasureReport.group.stratifier.identifier.type	FHIR MeasureReport group stratifier identifier type		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\MeasureReport\group\stratifier\identifier\type\coding\	FHIR:MeasureReport.group.stratifier.identifier.type.coding	FHIR MeasureReport group stratifier identifier type coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\MeasureReport\group\stratifier\stratum\	FHIR:MeasureReport.group.stratifier.stratum	FHIR MeasureReport group stratifier stratum		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\MeasureReport\group\stratifier\stratum\population\	FHIR:MeasureReport.group.stratifier.stratum.population	FHIR MeasureReport group stratifier stratum population		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\MeasureReport\group\stratifier\stratum\population\code\	FHIR:MeasureReport.group.stratifier.stratum.population.code	FHIR MeasureReport group stratifier stratum population code		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\MeasureReport\group\stratifier\stratum\population\code\coding\	FHIR:MeasureReport.group.stratifier.stratum.population.code.coding	FHIR MeasureReport group stratifier stratum population code coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
