modifier_path	modifier_cd	name_char	modifier_blob	update_date	download_date	import_date	sourcesystem_cd	upload_id
\FHIR\ExplanationOfBenefit\information\reason\	FHIR:ExplanationOfBenefit.information.reason	FHIR ExplanationOfBenefit information reason		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\information\sequence\	FHIR:ExplanationOfBenefit.information.sequence	FHIR ExplanationOfBenefit information sequence		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\information\timingDate\	FHIR:ExplanationOfBenefit.information.timingDate	FHIR ExplanationOfBenefit information timingDate		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\information\timingPeriod\	FHIR:ExplanationOfBenefit.information.timingPeriod	FHIR ExplanationOfBenefit information timingPeriod		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\information\valueAttachment\	FHIR:ExplanationOfBenefit.information.valueAttachment	FHIR ExplanationOfBenefit information valueAttachment		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\information\valueQuantity\	FHIR:ExplanationOfBenefit.information.valueQuantity	FHIR ExplanationOfBenefit information valueQuantity		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\information\valueReference\	FHIR:ExplanationOfBenefit.information.valueReference	FHIR ExplanationOfBenefit information valueReference		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\information\valueString\	FHIR:ExplanationOfBenefit.information.valueString	FHIR ExplanationOfBenefit information valueString		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\insurance\	FHIR:ExplanationOfBenefit.insurance	FHIR ExplanationOfBenefit insurance		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\insurance\coverage\	FHIR:ExplanationOfBenefit.insurance.coverage	FHIR ExplanationOfBenefit insurance coverage		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\insurance\preAuthRef\	FHIR:ExplanationOfBenefit.insurance.preAuthRef	FHIR ExplanationOfBenefit insurance preAuthRef		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\insurer\	FHIR:ExplanationOfBenefit.insurer	FHIR ExplanationOfBenefit insurer		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\	FHIR:ExplanationOfBenefit.item	FHIR ExplanationOfBenefit item		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\adjudication\	FHIR:ExplanationOfBenefit.item.adjudication	FHIR ExplanationOfBenefit item adjudication		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\adjudication\amount\	FHIR:ExplanationOfBenefit.item.adjudication.amount	FHIR ExplanationOfBenefit item adjudication amount		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\adjudication\category\	FHIR:ExplanationOfBenefit.item.adjudication.category	FHIR ExplanationOfBenefit item adjudication category		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\adjudication\reason\	FHIR:ExplanationOfBenefit.item.adjudication.reason	FHIR ExplanationOfBenefit item adjudication reason		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\adjudication\value\	FHIR:ExplanationOfBenefit.item.adjudication.value	FHIR ExplanationOfBenefit item adjudication value		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\bodySite\	FHIR:ExplanationOfBenefit.item.bodySite	FHIR ExplanationOfBenefit item bodySite		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\careTeamSequence\	FHIR:ExplanationOfBenefit.item.careTeamSequence	FHIR ExplanationOfBenefit item careTeamSequence		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\category\	FHIR:ExplanationOfBenefit.item.category	FHIR ExplanationOfBenefit item category		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\detail\	FHIR:ExplanationOfBenefit.item.detail	FHIR ExplanationOfBenefit item detail		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\detail\adjudication\	FHIR:ExplanationOfBenefit.item.detail.adjudication	FHIR ExplanationOfBenefit item detail adjudication		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\detail\adjudication\amount\	FHIR:ExplanationOfBenefit.item.detail.adjudication.amount	FHIR ExplanationOfBenefit item detail adjudication amount		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\detail\adjudication\category\	FHIR:ExplanationOfBenefit.item.detail.adjudication.category	FHIR ExplanationOfBenefit item detail adjudication category		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\detail\adjudication\reason\	FHIR:ExplanationOfBenefit.item.detail.adjudication.reason	FHIR ExplanationOfBenefit item detail adjudication reason		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\detail\adjudication\value\	FHIR:ExplanationOfBenefit.item.detail.adjudication.value	FHIR ExplanationOfBenefit item detail adjudication value		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\detail\category\	FHIR:ExplanationOfBenefit.item.detail.category	FHIR ExplanationOfBenefit item detail category		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\detail\factor\	FHIR:ExplanationOfBenefit.item.detail.factor	FHIR ExplanationOfBenefit item detail factor		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\detail\modifier\	FHIR:ExplanationOfBenefit.item.detail.modifier	FHIR ExplanationOfBenefit item detail modifier		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\detail\net\	FHIR:ExplanationOfBenefit.item.detail.net	FHIR ExplanationOfBenefit item detail net		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\detail\noteNumber\	FHIR:ExplanationOfBenefit.item.detail.noteNumber	FHIR ExplanationOfBenefit item detail noteNumber		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\detail\programCode\	FHIR:ExplanationOfBenefit.item.detail.programCode	FHIR ExplanationOfBenefit item detail programCode		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\detail\quantity\	FHIR:ExplanationOfBenefit.item.detail.quantity	FHIR ExplanationOfBenefit item detail quantity		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\detail\revenue\	FHIR:ExplanationOfBenefit.item.detail.revenue	FHIR ExplanationOfBenefit item detail revenue		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\detail\sequence\	FHIR:ExplanationOfBenefit.item.detail.sequence	FHIR ExplanationOfBenefit item detail sequence		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\detail\service\	FHIR:ExplanationOfBenefit.item.detail.service	FHIR ExplanationOfBenefit item detail service		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\detail\subDetail\	FHIR:ExplanationOfBenefit.item.detail.subDetail	FHIR ExplanationOfBenefit item detail subDetail		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\detail\subDetail\adjudication\	FHIR:ExplanationOfBenefit.item.detail.subDetail.adjudication	FHIR ExplanationOfBenefit item detail subDetail adjudication		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\detail\subDetail\adjudication\amount\	FHIR:ExplanationOfBenefit.item.detail.subDetail.adjudication.amount	FHIR ExplanationOfBenefit item detail subDetail adjudication amount		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\detail\subDetail\adjudication\category\	FHIR:ExplanationOfBenefit.item.detail.subDetail.adjudication.category	FHIR ExplanationOfBenefit item detail subDetail adjudication category		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\detail\subDetail\adjudication\reason\	FHIR:ExplanationOfBenefit.item.detail.subDetail.adjudication.reason	FHIR ExplanationOfBenefit item detail subDetail adjudication reason		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\detail\subDetail\adjudication\value\	FHIR:ExplanationOfBenefit.item.detail.subDetail.adjudication.value	FHIR ExplanationOfBenefit item detail subDetail adjudication value		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\detail\subDetail\category\	FHIR:ExplanationOfBenefit.item.detail.subDetail.category	FHIR ExplanationOfBenefit item detail subDetail category		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\detail\subDetail\factor\	FHIR:ExplanationOfBenefit.item.detail.subDetail.factor	FHIR ExplanationOfBenefit item detail subDetail factor		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\detail\subDetail\modifier\	FHIR:ExplanationOfBenefit.item.detail.subDetail.modifier	FHIR ExplanationOfBenefit item detail subDetail modifier		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\detail\subDetail\net\	FHIR:ExplanationOfBenefit.item.detail.subDetail.net	FHIR ExplanationOfBenefit item detail subDetail net		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\detail\subDetail\noteNumber\	FHIR:ExplanationOfBenefit.item.detail.subDetail.noteNumber	FHIR ExplanationOfBenefit item detail subDetail noteNumber		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\detail\subDetail\programCode\	FHIR:ExplanationOfBenefit.item.detail.subDetail.programCode	FHIR ExplanationOfBenefit item detail subDetail programCode		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\detail\subDetail\quantity\	FHIR:ExplanationOfBenefit.item.detail.subDetail.quantity	FHIR ExplanationOfBenefit item detail subDetail quantity		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\detail\subDetail\revenue\	FHIR:ExplanationOfBenefit.item.detail.subDetail.revenue	FHIR ExplanationOfBenefit item detail subDetail revenue		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\detail\subDetail\sequence\	FHIR:ExplanationOfBenefit.item.detail.subDetail.sequence	FHIR ExplanationOfBenefit item detail subDetail sequence		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\detail\subDetail\service\	FHIR:ExplanationOfBenefit.item.detail.subDetail.service	FHIR ExplanationOfBenefit item detail subDetail service		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\detail\subDetail\udi\	FHIR:ExplanationOfBenefit.item.detail.subDetail.udi	FHIR ExplanationOfBenefit item detail subDetail udi		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\detail\subDetail\unitPrice\	FHIR:ExplanationOfBenefit.item.detail.subDetail.unitPrice	FHIR ExplanationOfBenefit item detail subDetail unitPrice		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\detail\udi\	FHIR:ExplanationOfBenefit.item.detail.udi	FHIR ExplanationOfBenefit item detail udi		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\detail\unitPrice\	FHIR:ExplanationOfBenefit.item.detail.unitPrice	FHIR ExplanationOfBenefit item detail unitPrice		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\diagnosisSequence\	FHIR:ExplanationOfBenefit.item.diagnosisSequence	FHIR ExplanationOfBenefit item diagnosisSequence		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\encounter\	FHIR:ExplanationOfBenefit.item.encounter	FHIR ExplanationOfBenefit item encounter		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\factor\	FHIR:ExplanationOfBenefit.item.factor	FHIR ExplanationOfBenefit item factor		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\informationSequence\	FHIR:ExplanationOfBenefit.item.informationSequence	FHIR ExplanationOfBenefit item informationSequence		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\locationAddress\	FHIR:ExplanationOfBenefit.item.locationAddress	FHIR ExplanationOfBenefit item locationAddress		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\locationCodeableConcept\	FHIR:ExplanationOfBenefit.item.locationCodeableConcept	FHIR ExplanationOfBenefit item locationCodeableConcept		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\locationReference\	FHIR:ExplanationOfBenefit.item.locationReference	FHIR ExplanationOfBenefit item locationReference		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\modifier\	FHIR:ExplanationOfBenefit.item.modifier	FHIR ExplanationOfBenefit item modifier		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\net\	FHIR:ExplanationOfBenefit.item.net	FHIR ExplanationOfBenefit item net		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\noteNumber\	FHIR:ExplanationOfBenefit.item.noteNumber	FHIR ExplanationOfBenefit item noteNumber		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\procedureSequence\	FHIR:ExplanationOfBenefit.item.procedureSequence	FHIR ExplanationOfBenefit item procedureSequence		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\programCode\	FHIR:ExplanationOfBenefit.item.programCode	FHIR ExplanationOfBenefit item programCode		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\quantity\	FHIR:ExplanationOfBenefit.item.quantity	FHIR ExplanationOfBenefit item quantity		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\revenue\	FHIR:ExplanationOfBenefit.item.revenue	FHIR ExplanationOfBenefit item revenue		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\sequence\	FHIR:ExplanationOfBenefit.item.sequence	FHIR ExplanationOfBenefit item sequence		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\service\	FHIR:ExplanationOfBenefit.item.service	FHIR ExplanationOfBenefit item service		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\servicedDate\	FHIR:ExplanationOfBenefit.item.servicedDate	FHIR ExplanationOfBenefit item servicedDate		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\servicedPeriod\	FHIR:ExplanationOfBenefit.item.servicedPeriod	FHIR ExplanationOfBenefit item servicedPeriod		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\subSite\	FHIR:ExplanationOfBenefit.item.subSite	FHIR ExplanationOfBenefit item subSite		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\udi\	FHIR:ExplanationOfBenefit.item.udi	FHIR ExplanationOfBenefit item udi		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\item\unitPrice\	FHIR:ExplanationOfBenefit.item.unitPrice	FHIR ExplanationOfBenefit item unitPrice		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\organization\	FHIR:ExplanationOfBenefit.organization	FHIR ExplanationOfBenefit organization		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\originalPrescription\	FHIR:ExplanationOfBenefit.originalPrescription	FHIR ExplanationOfBenefit originalPrescription		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\outcome\	FHIR:ExplanationOfBenefit.outcome	FHIR ExplanationOfBenefit outcome		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\patient\	FHIR:ExplanationOfBenefit.patient	FHIR ExplanationOfBenefit patient		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\payee\	FHIR:ExplanationOfBenefit.payee	FHIR ExplanationOfBenefit payee		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\payee\party\	FHIR:ExplanationOfBenefit.payee.party	FHIR ExplanationOfBenefit payee party		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\payee\resource\	FHIR:ExplanationOfBenefit.payee.resource	FHIR ExplanationOfBenefit payee resource		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\payee\type\	FHIR:ExplanationOfBenefit.payee.type	FHIR ExplanationOfBenefit payee type		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\payment\	FHIR:ExplanationOfBenefit.payment	FHIR ExplanationOfBenefit payment		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\payment\adjustmentReason\	FHIR:ExplanationOfBenefit.payment.adjustmentReason	FHIR ExplanationOfBenefit payment adjustmentReason		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\payment\adjustment\	FHIR:ExplanationOfBenefit.payment.adjustment	FHIR ExplanationOfBenefit payment adjustment		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\payment\amount\	FHIR:ExplanationOfBenefit.payment.amount	FHIR ExplanationOfBenefit payment amount		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\payment\date\	FHIR:ExplanationOfBenefit.payment.date	FHIR ExplanationOfBenefit payment date		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\payment\identifier\	FHIR:ExplanationOfBenefit.payment.identifier	FHIR ExplanationOfBenefit payment identifier		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\payment\type\	FHIR:ExplanationOfBenefit.payment.type	FHIR ExplanationOfBenefit payment type		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\precedence\	FHIR:ExplanationOfBenefit.precedence	FHIR ExplanationOfBenefit precedence		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\prescription\	FHIR:ExplanationOfBenefit.prescription	FHIR ExplanationOfBenefit prescription		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\procedure\	FHIR:ExplanationOfBenefit.procedure	FHIR ExplanationOfBenefit procedure		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\procedure\date\	FHIR:ExplanationOfBenefit.procedure.date	FHIR ExplanationOfBenefit procedure date		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\procedure\procedureCodeableConcept\	FHIR:ExplanationOfBenefit.procedure.procedureCodeableConcept	FHIR ExplanationOfBenefit procedure procedureCodeableConcept		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\procedure\procedureReference\	FHIR:ExplanationOfBenefit.procedure.procedureReference	FHIR ExplanationOfBenefit procedure procedureReference		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\procedure\sequence\	FHIR:ExplanationOfBenefit.procedure.sequence	FHIR ExplanationOfBenefit procedure sequence		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\processNote\	FHIR:ExplanationOfBenefit.processNote	FHIR ExplanationOfBenefit processNote		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\processNote\language\	FHIR:ExplanationOfBenefit.processNote.language	FHIR ExplanationOfBenefit processNote language		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\processNote\number\	FHIR:ExplanationOfBenefit.processNote.number	FHIR ExplanationOfBenefit processNote number		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\processNote\text\	FHIR:ExplanationOfBenefit.processNote.text	FHIR ExplanationOfBenefit processNote text		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ExplanationOfBenefit\processNote\type\	FHIR:ExplanationOfBenefit.processNote.type	FHIR ExplanationOfBenefit processNote type		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
